,tweet type,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,A_date,A_text,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,B_date,B_text,B_network_feature_1,B_network_feature_2,B_network_feature_3,A-B_network_feature_3,A-B_listed_count,A-B_follower_count,cleaned_A_text,A_sentiment_score,A_sentiment,cleaned_B_text,B_sentiment_score,B_sentiment
2907,RT,ptong2261,341,420,4,29440,Fri Jul 08 06:03:26 +0000 2016,RT @zhaokeke4: Eileen Gu was called a traitor but Kaillie Humphries literally became an American 2 months before the Olympics. I'll be wait…,10,57957.598,0.131,zhaokeke4,180,337,0,5976,Fri Jul 23 01:30:30 +0000 2021,Eileen Gu was called a traitor but Kaillie Humphries literally became an American 2 months before the Olympics. I'l… https://t.co/ao3UUh3ePV,8,16019.853,0.128,0.0030000000000000027,4,161,"['became', 'rt', 'kaillie', 'wait…', 'months', 'literally', 'called', 'humphries', '2', 'gu', 'ill', 'american', 'olympics', 'traitor', 'zhaokeke4', 'eileen']",0.0,Neutral,"['httpstcoao3uuh3epv', 'became', 'kaillie', 'months', 'literally', 'il…', 'called', 'humphries', '2', 'gu', 'american', 'olympics', 'traitor', 'eileen']",0.0,Neutral
2908,Tweet,chinanotenemy,3437,492,52,1817,Fri Sep 18 18:03:31 +0000 2020,@FDRLST Join @codepink @chinanotenemy in calling on the @nytimes for more journalistic integrity! Learn from Eileen… https://t.co/5RT2LESJ3P,23,40233.681,0.107,chinanotenemy,180,337,0,5976,Fri Jul 23 01:30:30 +0000 2021,Eileen Gu was called a traitor but Kaillie Humphries literally became an American 2 months before the Olympics. I'l… https://t.co/ao3UUh3ePV,23,40233.681,0.107,0.0,52,3257,"['join', 'codepink', 'chinanotenemy', 'calling', 'journalistic', 'integrity', 'eileen…', 'httpstco5rt2lesj3p', 'learn', 'fdrlst', 'nytimes']",0.6565,Positive,"['httpstcoao3uuh3epv', 'became', 'kaillie', 'months', 'literally', 'il…', 'called', 'humphries', '2', 'gu', 'american', 'olympics', 'traitor', 'eileen']",0.0,Neutral
2909,RT,typhoidX,182,457,0,1939,Thu Jun 18 22:44:22 +0000 2009,RT @dotorii_muk: Asian women being targeted for violence by the lowest levels of society is reflective of the attitudes of society at large…,2,2306.718,0.097,dotorii_muk,4980,756,23,24482,Wed Oct 02 02:43:01 +0000 2013,Asian women being targeted for violence by the lowest levels of society is reflective of the attitudes of society a… https://t.co/324SGUunJS,37,77186.226,0.117,-0.020000000000000004,-23,-4798,"['asian', 'rt', 'large…', 'dotoriimuk', 'reflective', 'violence', 'society', 'women', 'attitudes', 'targeted', 'lowest', 'levels']",-0.7717,Negative,"['httpstco324sguunjs', 'targeted', 'society', 'a…', 'lowest', 'reflective', 'attitudes', 'asian', 'violence', 'levels', 'women']",-0.7717,Negative
2910,Tweet,chinanotenemy,3437,492,52,1817,Fri Sep 18 18:03:31 +0000 2020,@jordangdavidson @FDRLST Join @codepink @chinanotenemy in calling on the @nytimes for more journalistic integrity!… https://t.co/lCrZeRcsXn,23,40233.681,0.107,chinanotenemy,4980,756,23,24482,Wed Oct 02 02:43:01 +0000 2013,Asian women being targeted for violence by the lowest levels of society is reflective of the attitudes of society a… https://t.co/324SGUunJS,23,40233.681,0.107,0.0,29,-1543,"['jordangdavidson', 'integrity…', 'join', 'codepink', 'chinanotenemy', 'calling', 'journalistic', 'httpstcolcrzercsxn', 'fdrlst', 'nytimes']",0.3595,Positive,"['httpstco324sguunjs', 'targeted', 'society', 'a…', 'lowest', 'reflective', 'attitudes', 'asian', 'violence', 'levels', 'women']",-0.7717,Negative
2911,RT,ayebare__p,118,141,1,13590,Sun Apr 12 22:18:27 +0000 2020,"RT @realDailyWire: Swiss Skier Beats Eileen Gu, American Competing For Communist China, For Slopestyle Gold https://t.co/vFo04oGfs1 https:/…",1,0.0,0.088,realDailyWire,757865,2609,3220,160364,Sat Oct 31 15:42:25 +0000 2015,"Swiss Skier Beats Eileen Gu, American Competing For Communist China, For Slopestyle Gold https://t.co/vFo04oGfs1 https://t.co/kJyWfJ4T1H",32,61413.691,0.104,-0.016,-3219,-757747,"['realdailywire', 'beats', 'gold', 'httpstcovfo04ogfs1', 'swiss', 'skier', 'american', 'communist', 'china', 'slopestyle', 'https…', 'rt', 'gu', 'competing', 'eileen']",0.0,Neutral,"['beats', 'gold', 'httpstcovfo04ogfs1', 'swiss', 'skier', 'american', 'communist', 'china', 'slopestyle', 'httpstcokjywfj4t1h', 'gu', 'competing', 'eileen']",0.0,Neutral
2912,RT,ptong2261,341,420,4,29440,Fri Jul 08 06:03:26 +0000 2016,"RT @MaitreyaBhakal: Western men's obsession with Asian women knows no bounds. When they're not murdering them, fetishizing them, assaulting…",10,57957.598,0.131,MaitreyaBhakal,23145,1003,140,12609,Thu Aug 20 15:19:37 +0000 2009,"Western men's obsession with Asian women knows no bounds. When they're not murdering them, fetishizing them, assaul… https://t.co/csVX0vUUfk",70,113382.891,0.114,0.017,-136,-22804,"['obsession', 'maitreyabhakal', 'western', 'bounds', 'assaulting…', 'mens', 'asian', 'theyre', 'fetishizing', 'murdering', 'rt', 'knows', 'women']",-0.0408,Negative,"['western', 'obsession', 'bounds', 'asian', 'mens', 'theyre', 'fetishizing', 'httpstcocsvx0vuufk', 'assaul…', 'murdering', 'knows', 'women']",-0.0408,Negative
2913,RT,SportsAsAWeapon,571,1836,0,11720,Sat Jul 05 08:11:16 +0000 2014,RT @chinanotenemy: @nytimes @LiYuan6 Join @codepink @chinanotenemy in calling on the @nytimes for more journalistic integrity! Learn from E…,3,4085.531,0.11,chinanotenemy,3437,492,52,1817,Fri Sep 18 18:03:31 +0000 2020,@nytimes @LiYuan6 Join @codepink @chinanotenemy in calling on the @nytimes for more journalistic integrity! Learn f… https://t.co/sigEAIduPg,23,40233.681,0.107,0.0030000000000000027,-52,-2866,"['join', 'chinanotenemy', 'codepink', 'calling', 'journalistic', 'integrity', 'liyuan6', 'e…', 'learn', 'rt', 'nytimes']",0.6565,Positive,"['join', 'codepink', 'chinanotenemy', 'calling', 'journalistic', 'integrity', 'liyuan6', 'learn', 'f…', 'httpstcosigeaidupg', 'nytimes']",0.6565,Positive
2914,RT,MinnieZhang7,79,170,0,925,Tue Aug 11 03:04:15 +0000 2020,"RT @Olympics: Eileen Gu is a mood. 😂

Reminder to everyone on or off the slopes - stay energised and keep fueling yourself. 🔋💪 https://t.co…",5,144204.515,0.147,Olympics,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,"Eileen Gu is a mood. 😂

Reminder to everyone on or off the slopes - stay energised and keep fueling yourself. 🔋💪 https://t.co/HwRaaZQe1z",394,1137546.13,0.162,-0.015000000000000013,-13147,-6564000,"['fueling', '😂', 'rt', 'mood', 'everyone', 'stay', 'slopes', '🔋💪', 'keep', 'httpstco…', 'gu', 'olympics', 'reminder', 'energised', 'eileen']",0.4767,Positive,"['fueling', 'httpstcohwraazqe1z', '😂', 'mood', 'everyone', 'stay', 'slopes', '🔋💪', 'keep', 'gu', 'reminder', 'energised', 'eileen']",0.4767,Positive
2915,Tweet,RobbieEv1882,88,98,2,2138,Tue Feb 25 11:53:23 +0000 2020,The women’s starkly different circumstances — celebrated vs. silenced — reflect that to the Chinese state everyone… https://t.co/fcAPUAQWQE,3,0.0,0.0,RobbieEv1882,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,"Eileen Gu is a mood. 😂

Reminder to everyone on or off the slopes - stay energised and keep fueling yourself. 🔋💪 https://t.co/HwRaaZQe1z",3,0.0,0.0,0.0,-13145,-6563991,"['vs', 'state', 'celebrated', 'starkly', 'everyone…', '’', 'chinese', '—', 'silenced', 'different', 'httpstcofcapuaqwqe', 'reflect', 'circumstances', 'women']",0.5719,Positive,"['fueling', 'httpstcohwraazqe1z', '😂', 'mood', 'everyone', 'stay', 'slopes', '🔋💪', 'keep', 'gu', 'reminder', 'energised', 'eileen']",0.4767,Positive
2916,RT,ptong2261,341,420,4,29440,Fri Jul 08 06:03:26 +0000 2016,"RT @Olympics: Eileen Gu is a mood. 😂

Reminder to everyone on or off the slopes - stay energised and keep fueling yourself. 🔋💪 https://t.co…",10,57957.598,0.131,Olympics,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,"Eileen Gu is a mood. 😂

Reminder to everyone on or off the slopes - stay energised and keep fueling yourself. 🔋💪 https://t.co/HwRaaZQe1z",394,1137546.13,0.162,-0.031,-13143,-6563738,"['fueling', '😂', 'rt', 'mood', 'everyone', 'stay', 'slopes', '🔋💪', 'keep', 'httpstco…', 'gu', 'olympics', 'reminder', 'energised', 'eileen']",0.4767,Positive,"['fueling', 'httpstcohwraazqe1z', '😂', 'mood', 'everyone', 'stay', 'slopes', '🔋💪', 'keep', 'gu', 'reminder', 'energised', 'eileen']",0.4767,Positive
2917,RT,TheKeeper2016,1255,1500,19,383717,Fri Nov 18 02:28:15 +0000 2016,RT @nytimes: Two women have dominated Chinese social media during the Olympics: the gold medal skier Eileen Gu and a mother of eight who wa…,1,0.0,0.118,nytimes,51639542,869,212965,463081,Fri Mar 02 20:41:42 +0000 2007,Two women have dominated Chinese social media during the Olympics: the gold medal skier Eileen Gu and a mother of e… https://t.co/fZ8XqJQPHt,100,424837.963,0.149,-0.031,-212946,-51638287,"['skier', 'chinese', 'rt', 'medal', 'wa…', 'mother', 'media', 'gold', 'eight', 'two', 'women', 'social', 'gu', 'dominated', 'olympics', 'eileen', 'nytimes']",0.4767,Positive,"['skier', 'chinese', 'medal', 'mother', 'media', 'gold', 'two', 'women', 'httpstcofz8xqjqpht', 'gu', 'dominated', 'olympics', 'e…', 'eileen', 'social']",0.4767,Positive
2918,RT,sangdoujia,2,80,0,288,Tue Mar 23 14:06:36 +0000 2021,"RT @Beijing2022: 15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU AILING…",1,0.0,0.102,Beijing2022,371200,1058,1423,4480,Thu Oct 30 04:11:30 +0000 2014,"15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU… https://t.co/QkrGQc12fO",68,119610.167,0.125,-0.023000000000000007,-1423,-371198,"['feb', 'congratulations', '15', 'freestyleskiing', 'freeski', 'day1️⃣1️⃣', 'slopestyle', 'silver', 'ailing', 'eileenchn', 'womens', 'beijing2022', 'rt', 'ailing…', 'gu']",0.636,Positive,"['feb', 'congratulations', 'freestyleskiing', '15', 'freeski', 'day1️⃣1️⃣', 'gu…', 'slopestyle', 'silver', 'httpstcoqkrgqc12fo', 'ailing', 'eileenchn', 'womens', 'gu']",0.636,Positive
2919,RT,JustEthanP,346,324,9,23616,Thu Aug 19 06:22:34 +0000 2010,RT @nytimes: Two women have dominated Chinese social media during the Olympics: the gold medal skier Eileen Gu and a mother of eight who wa…,1,0.0,0.118,nytimes,51639542,869,212965,463081,Fri Mar 02 20:41:42 +0000 2007,Two women have dominated Chinese social media during the Olympics: the gold medal skier Eileen Gu and a mother of e… https://t.co/fZ8XqJQPHt,100,424837.963,0.149,-0.031,-212956,-51639196,"['skier', 'chinese', 'rt', 'medal', 'wa…', 'mother', 'media', 'gold', 'eight', 'two', 'women', 'social', 'gu', 'dominated', 'olympics', 'eileen', 'nytimes']",0.4767,Positive,"['skier', 'chinese', 'medal', 'mother', 'media', 'gold', 'two', 'women', 'httpstcofz8xqjqpht', 'gu', 'dominated', 'olympics', 'e…', 'eileen', 'social']",0.4767,Positive
2920,RT,valleydipper907,327,1078,0,15901,Thu Sep 22 19:42:24 +0000 2016,RT @MoMoSaSa22: @LiYuan6 I do not deny that the events in Guizhou are unacceptable&amp;anti-human.But what does it have to do with Eileen Gu?…,1,0.0,0.091,MoMoSaSa22,1463,456,3,3758,Tue Jun 08 06:50:03 +0000 2021,@LiYuan6 I do not deny that the events in Guizhou are unacceptable&amp;anti-human.But what does it have to do with Eile… https://t.co/kWZ9Adddln,21,26690.766,0.108,-0.017,-3,-1136,"['rt', 'guizhou', 'liyuan6', 'deny', 'momosasa22', 'unacceptableampantihumanbut', 'gu…', 'events', 'eileen']",0.2584,Positive,"['guizhou', 'liyuan6', 'deny', 'eile…', 'httpstcokwz9adddln', 'unacceptableampantihumanbut', 'events']",0.2584,Positive
2921,RT,NYTSports,99833,948,0,164835,Wed Mar 21 16:39:57 +0000 2007,"RT @JohnBranchNYT: The Gulympics continue -- more medals, more questions, more fans. Since I typed this story a couple of hours ago, she ha…",8,9339.694,0.105,JohnBranchNYT,17404,4066,471,25641,Mon Apr 20 21:21:48 +0000 2009,"The Gulympics continue -- more medals, more questions, more fans. Since I typed this story a couple of hours ago, s… https://t.co/2EEyosffyg",4,2118.0,0.088,0.017,-471,82429,"['ago', 'rt', 'questions', 'typed', 'medals', 'johnbranchnyt', 'ha…', 'couple', 'gulympics', 'fans', 'since', 'hours', 'continue', 'story']",0.0,Neutral,"['ago', 'questions', 'typed', 'medals', 's…', 'couple', 'httpstco2eeyosffyg', 'gulympics', 'fans', 'since', 'hours', 'continue', 'story']",0.0,Neutral
2922,RT,Fatfish0721,341,148,7,3437,Sun Jul 18 21:05:45 +0000 2021,"RT @MoMoSaSa22: I do not deny that the events in Guizhou are unacceptable&amp;anti-human.But what does it have to do with Eileen Gu? 

Your big…",3,0.0,0.091,MoMoSaSa22,1463,456,3,3758,Tue Jun 08 06:50:03 +0000 2021,I do not deny that the events in Guizhou are unacceptable&amp;anti-human.But what does it have to do with Eileen Gu?… https://t.co/i8EFMaDqcH,21,26690.766,0.108,-0.017,4,-1122,"['rt', 'big…', 'guizhou', 'deny', 'momosasa22', 'unacceptableampantihumanbut', 'gu', 'events', 'eileen']",0.2584,Positive,"['httpstcoi8efmadqch', 'guizhou', 'deny', 'unacceptableampantihumanbut', 'gu…', 'events', 'eileen']",0.2584,Positive
2923,RT,BarbaraRavel1,984,1630,39,27958,Tue Dec 17 03:09:20 +0000 2013,"RT @BurnItDownPod: Some of the coverage of women athletes at #Beijing2022 has unfortunately been sexist, limiting, and often just bizarre.…",1,0.0,0.06,BurnItDownPod,11227,3538,161,20590,Thu May 11 14:22:43 +0000 2017,"Some of the coverage of women athletes at #Beijing2022 has unfortunately been sexist, limiting, and often just biza… https://t.co/gIRNmJFKQF",8,10580.0,0.067,-0.007000000000000006,-122,-10243,"['unfortunately', 'rt', 'beijing2022', 'burnitdownpod', 'sexist', 'limiting', 'women', 'coverage', 'bizarre…', 'often', 'athletes']",-0.34,Negative,"['biza…', 'unfortunately', 'httpstcogirnmjfkqf', 'coverage', 'sexist', 'athletes', 'limiting', 'often', 'beijing2022', 'women']",-0.34,Negative
2924,RT,Dean42402953,35,619,0,572,Tue Jul 11 11:13:11 +0000 2017,RT @nytimes: Two women have dominated Chinese social media during the Olympics: the gold medal skier Eileen Gu and a mother of eight who wa…,1,0.0,0.118,nytimes,51639542,869,212965,463081,Fri Mar 02 20:41:42 +0000 2007,Two women have dominated Chinese social media during the Olympics: the gold medal skier Eileen Gu and a mother of e… https://t.co/fZ8XqJQPHt,100,424837.963,0.149,-0.031,-212965,-51639507,"['skier', 'chinese', 'rt', 'medal', 'wa…', 'mother', 'media', 'gold', 'eight', 'two', 'women', 'social', 'gu', 'dominated', 'olympics', 'eileen', 'nytimes']",0.4767,Positive,"['skier', 'chinese', 'medal', 'mother', 'media', 'gold', 'two', 'women', 'httpstcofz8xqjqpht', 'gu', 'dominated', 'olympics', 'e…', 'eileen', 'social']",0.4767,Positive
2925,RT,lalobernal1,567,2303,96,197645,Thu May 26 03:40:33 +0000 2011,"RT @AP: Competing narratives about freestyle skier Eileen Gu threaten to overshadow anything she does on the slopes.

Gu, who already has t…",1,0.0,0.116,AP,15486090,6839,102745,311274,Fri Jun 26 21:48:52 +0000 2009,"Competing narratives about freestyle skier Eileen Gu threaten to overshadow anything she does on the slopes.

Gu, w… https://t.co/8jRsCcKWR5",54,185303.931,0.147,-0.030999999999999986,-102649,-15485523,"['t…', 'narratives', 'skier', 'threaten', 'freestyle', 'rt', 'slopes', 'ap', 'gu', 'competing', 'anything', 'already', 'overshadow', 'eileen']",-0.2263,Negative,"['anything', 'narratives', 'skier', 'threaten', 'slopes', 'freestyle', 'overshadow', 'w…', 'gu', 'competing', 'httpstco8jrscckwr5', 'eileen']",-0.2263,Negative
2926,RT,Skyer58708949,311,986,0,4701,Thu Feb 20 11:12:19 +0000 2020,RT @MoMoSaSa22: @LiYuan6 I do not deny that the events in Guizhou are unacceptable&amp;anti-human.But what does it have to do with Eileen Gu?…,1,0.0,0.091,MoMoSaSa22,1463,456,3,3758,Tue Jun 08 06:50:03 +0000 2021,@LiYuan6 I do not deny that the events in Guizhou are unacceptable&amp;anti-human.But what does it have to do with Eile… https://t.co/kWZ9Adddln,21,26690.766,0.108,-0.017,-3,-1152,"['rt', 'guizhou', 'liyuan6', 'deny', 'momosasa22', 'unacceptableampantihumanbut', 'gu…', 'events', 'eileen']",0.2584,Positive,"['guizhou', 'liyuan6', 'deny', 'eile…', 'httpstcokwz9adddln', 'unacceptableampantihumanbut', 'events']",0.2584,Positive
2927,RT,rebecca_ccx,1,167,0,38,Mon Nov 27 16:07:48 +0000 2017,"RT @LiYuan6: Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The other is a…",1,0.0,0.115,LiYuan6,38316,1184,948,8224,Thu Oct 20 16:55:22 +0000 2011,"Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The… https://t.co/l2u1vnQniG",215,592770.542,0.145,-0.029999999999999985,-948,-38315,"['skier', 'chinese', 'rt', 'medal', 'media', 'beijing', 'gold', 'liyuan6', 'two', 'women', 'gu', 'one', 'a…', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive,"['skier', 'chinese', 'medal', 'media', 'beijing', 'gold', 'two', 'women', 'httpstcol2u1vnqnig', 'the…', 'gu', 'one', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive
2928,Tweet,ClickySound,249,271,8,366273,Thu Jan 12 20:47:27 +0000 2017,#latestnews Eileen Gu Wins Second Olympic Medal After Claiming Silver in Women's Freeski Slopestyle -… https://t.co/g9Ww5n5evR,2,0.0,0.0,ClickySound,38316,1184,948,8224,Thu Oct 20 16:55:22 +0000 2011,"Two women have dominated Chinese social media during the Beijing Olympics.

One is gold medal skier Eileen Gu. The… https://t.co/l2u1vnQniG",2,0.0,0.0,0.0,-940,-38067,"['httpstcog9ww5n5evr', 'freeski', 'olympic', 'wins', 'claiming', 'latestnews', 'silver', 'slopestyle', '…', 'womens', 'medal', 'gu', 'second', 'eileen']",0.7783,Positive,"['skier', 'chinese', 'medal', 'media', 'beijing', 'gold', 'two', 'women', 'httpstcol2u1vnqnig', 'the…', 'gu', 'one', 'dominated', 'olympics', 'eileen', 'social']",0.4767,Positive
2929,RT,absharpe1,398,1401,8,90067,Mon Mar 26 18:04:33 +0000 2012,"RT @AP: The frenzy to “explain” her choice reflects biases and misunderstandings in the United States about Asian American identity. 

The…",1,0.0,0.116,AP,15486090,6839,102745,311274,Fri Jun 26 21:48:52 +0000 2009,The frenzy to “explain” her choice reflects biases and misunderstandings in the United States about Asian American… https://t.co/R4c4Tzm0wB,54,185303.931,0.147,-0.030999999999999986,-102737,-15485692,"['asian', 'biases', 'rt', 'united', 'explain', '”', 'reflects', 'misunderstandings', 'frenzy', 'the…', 'ap', 'choice', 'states', 'american', '“', 'identity']",0.128,Positive,"['asian', 'biases', 'united', 'explain', '”', 'reflects', 'misunderstandings', 'httpstcor4c4tzm0wb', 'frenzy', 'choice', 'states', 'american…', '“']",0.128,Positive
2930,RT,jeppiesunbuns,546,394,4,6175,Thu Jul 28 03:48:24 +0000 2016,"RT @AP: Gu has consistently refused to choose one country or the other.

She told the Olympic Channel in 2020: “When I’m in China, I’m Chin…",1,0.0,0.116,AP,15486090,6839,102745,311274,Fri Jun 26 21:48:52 +0000 2009,"Gu has consistently refused to choose one country or the other.

She told the Olympic Channel in 2020: “When I’m in… https://t.co/D2BKdRXYxK",54,185303.931,0.147,-0.030999999999999986,-102741,-15485544,"['olympic', 'china', '’', 'rt', 'refused', 'choose', 'told', '2020', 'ap', 'channel', 'gu', 'consistently', 'one', 'country', '“', 'chin…']",-0.296,Negative,"['olympic', '’', 'refused', 'choose', 'told', '2020', 'httpstcod2bkdrxyxk', 'channel', 'gu', 'consistently', 'one', 'country', '“', 'in…']",-0.296,Negative
